"","abundance","counts","length","countsFromAbundance","counts_normalized"
"MANSC4",0.097066,11.66666028,1023,"no",0.00220361544274624
"MAOA",1.099669,518.5866442,4013.78619111751,"no",0.097951385412336
"MAOB",0,0,1454,"no",0
"MAP10",1.131797,724.719999333333,5450,"no",0.136886147695215
"MAP1A",0.880819,1092.06661668,10552.5442060174,"no",0.206271101006439
"MAP1B",1.759988,2488.13333237333,12032.58026532,"no",0.469962174541826
"MAP1LC3A",8.18475,1425.71996917333,1482.59856831302,"no",0.269292022369752
"MAP1LC3B",33.555918,8471.14192408,2148.65967466603,"no",1.60004137547389
"MAP1LC3B2",2.326658,224.713339893333,822.036493545678,"no",0.0424441763191578
"MAP1LC3C",0.028803,3.99999832,1182,"no",0.000755525390931417
"MAP1LC3P",0,0,330,"no",0
"MAP1S",13.080152,4448.773418,2894.82470723582,"no",0.840290671872019
"MAP2",2.955225,1290.72001094667,3717.37466487323,"no",0.243793037606447
"MAP2K1",11.579908,4614.27596474667,3391.51098229796,"no",0.871551029084099
"MAP2K1P1",0,0,1188,"no",0
"MAP2K2",102.368289,20766.83263032,1726.631173898,"no",3.92246898279443
"MAP2K3",37.79019,10065.3061319467,2266.95390930821,"no",1.90114938602859
"MAP2K4",14.28314,4884.94689428,2910.92460453374,"no",0.922675740518838
"MAP2K4P1",0.100137,29.7999896,2532.87974474969,"no",0.00562866456211216
"MAP2K5",10.342416,2348.38667866667,1932.60186701057,"no",0.443566627162425
"MAP2K6",1.413941,471.399984173333,2837.61074613439,"no",0.0890387017281601
"MAP2K7",11.698992,4541.55343349333,3304.08125606035,"no",0.857815093601332
"MAP3K1",5.588691,4592.34027526667,6993.88887183063,"no",0.867407784751504
"MAP3K10",3.785745,1308.35991046667,2941.51219641048,"no",0.247124887001033
"MAP3K11",14.245067,5819.62302301333,3477.16378771683,"no",1.09921870155576
"MAP3K12",17.235298,6129.19414225333,3026.76947958776,"no",1.15769093633532
"MAP3K13",6.152545,1341.78974597333,1856.19865957908,"no",0.253439162038015
"MAP3K14",12.805559,6463.58144504,4296.05132333543,"no",1.22085048727743
"MAP3K14-AS1",14.479463,1429.59830213333,840.342560148812,"no",0.270024567433862
"MAP3K15",1.685913,918.398505533333,4636.50639089918,"no",0.173468420337712
"MAP3K19",0,0,2130.61538461538,"no",0
"MAP3K2",6.83763,7622.72616070667,9488.5427892413,"no",1.43979139534515
"MAP3K3",5.050537,2075.71017226667,3498.03297629539,"no",0.392063099507025
"MAP3K4",5.294374,3246.83868792,5219.64477027879,"no",0.613267524817862
"MAP3K5",4.000776,2442.8799926,5197,"no",0.46141465914607
"MAP3K6",10.552982,5091.66649874667,4106.5730647508,"no",0.961721234412412
"MAP3K7",19.723799,11157.9327811733,4814.90746022103,"no",2.10752626678165
"MAP3K7CL",1.700059,356.91335984,1786.87261912675,"no",0.0674143047444484
"MAP3K8",5.987743,1592.43997497333,2263.57418463017,"no",0.300782334985217
"MAP3K9",2.91403,3615.13324914667,10559.05362196,"no",0.682831527121916
"MAP4",53.128293,37367.6124214533,5986.37992703812,"no",7.05804796010319
"MAP4K1",0.133877,36.1733176533333,2299.72449337825,"no",0.00683246785996675
"MAP4K2",11.335843,3793.41934449333,2848.20895102376,"no",0.716506459236494
"MAP4K3",15.273949,7585.10022824,4226.73252941986,"no",1.43268455552626
"MAP4K4",20.472618,12934.7296994667,5377.47937889526,"no",2.44313020431013
"MAP4K5",11.574503,5674.29992537333,4172.58045256889,"no",1.07176986748829
"MAP6",1.832484,785.706708733333,3649.3452663161,"no",0.148405404398567
"MAP6D1",0.685067,155.373329986667,1930.3589298565,"no",0.0293471362954203
"MAP7",12.836616,6219.44685685333,4123.78495274767,"no",1.17473799786528
"MAP7D1",37.995204,14182.21365548,3176.94729769052,"no",2.67875675416019
"MAP7D2",0.005775,2.6666884,3930,"no",0.000503687910524491
"MAP7D3",12.174385,6474.70652238667,4526.55481554099,"no",1.22295180776285
"MAP9",2.098395,1720.32263116,6977.78180323533,"no",0.324936993582368
"MAPK1",11.850474,13063.2799753067,9382.3422543267,"no",2.46741096386013
"MAPK10",0.804305,192.9199718,2041.51006023834,"no",0.0364389995825481
"MAPK11",5.428805,1496.42680433333,2346.0971950549,"no",0.282647230297885
"MAPK12",11.203345,2841.17409326667,2158.46443548779,"no",0.536645017270785
"MAPK13",0.388457,93.3600114133333,2045.56308162808,"no",0.0176339721863734
"MAPK14",19.422339,7956.29973729333,3486.61800486543,"no",1.50279724852136
"MAPK15",2.347229,397.471420653333,1441.26994767021,"no",0.0750749691497809
"MAPK1IP1L",22.54442,13483.78614276,5090.58326889758,"no",2.54683676885754
"MAPK3",29.077701,6206.83965857333,1816.79200700908,"no",1.17235673226289
"MAPK4",1.014311,568.453302,4770,"no",0.107370270900465
"MAPK6",12.760082,6191.71381101333,4130.02053826927,"no",1.16949974059022
"MAPK6PS2",0,0,2060,"no",0
"MAPK6PS3",0.018896,4.79998592,2162,"no",0.000906628190452164
"MAPK6PS4",0,0,2142,"no",0
"MAPK7",8.816773,3221.01985056,3109.41392105706,"no",0.608390825972196
"MAPK8",7.611849,3404.75997749333,3807.07166760665,"no",0.643095923356111
"MAPK8IP1",3.302109,1221.82831152,3149.29636332417,"no",0.230780675105939
"MAPK8IP2",3.152156,1425.9734032,3850.33524038785,"no",0.269339891350375
"MAPK8IP3",3.510051,1751.03978581333,4245.97410635914,"no",0.330738893588606
"MAPK9",8.583224,3785.106626,3753.37861460915,"no",0.7149363411047
"MAPKAP1",29.982253,9762.60690777333,2771.38151826015,"no",1.84397512459585
"MAPKAPK2",15.995828,5400.94666414667,2873.80927839434,"no",1.02013851341546
"MAPKAPK3",6.918435,1999.65338277333,2460.03694939679,"no",0.37769738456969
"MAPKAPK5",15.180315,3633.22721074667,2037.07278439216,"no",0.686249140410148
"MAPKAPK5-AS1",10.115394,1671.42581153333,1406.36828955946,"no",0.315701292512439
"MAPKAPK5P1",0,0,1376,"no",0
"MAPKBP1",5.743581,4459.24691613333,6608.05373685859,"no",0.842268921145785
"MAPRE1",64.140656,19766.8259827867,2623,"no",3.73358630013579
"MAPRE1P1",0,0,797,"no",0
"MAPRE1P3",0,0,796,"no",0
"MAPRE2",3.707544,1618.13325009333,3714.69146475403,"no",0.305635317455806
"MAPRE3",7.459986,1594.40004097333,1819.08950620015,"no",0.301152555048434
"MAPT",10.509963,4885.84849465333,3956.70341665332,"no",0.922846036083994
"MAPT-AS1",0,0,705.666666666667,"no",0
"MARC1",0.878216,214.14666528,2075.41580658972,"no",0.0404483277388805
"MARC2",0.089728,15.37332896,1458.26827746077,"no",0.00290373631267457
"MARCH1",0.127452,60.1999932,4020.16304177259,"no",0.0113706606248021
"MARCH10",0.40255,90.1866630933333,1906.85537200348,"no",0.0170345856271236
"MARCH11",0,0,931.333333333333,"no",0
"MARCH2",9.711039,1624.46903117333,1423.77226793137,"no",0.306832028827755
"MARCH3",0.272821,117.093362573333,3653.00172640669,"no",0.0221167614224628
"MARCH4",13.0597,6823.47419109333,4447,"no",1.28882754274162
"MARCH5",9.621675,4242.0401206,3752.48399171662,"no",0.801242591637656
"MARCH6",37.503463,24137.27504776,5477.86917528123,"no",4.55908295643434
"MARCH7",28.796,14013.4862178267,4141.98767842756,"no",2.64688727495153
"MARCH8",7.021187,3443.39995001333,4174.18449173908,"no",0.650394296507366
"MARCH9",1.611166,444.41334544,2347.69438282585,"no",0.083941426892573
"MARCKS",14.182582,7120.22005676,4273,"no",1.34487732532381
"MARCKSL1",15.5462,3103.29338553333,1699,"no",0.586154483254871
"MARCKSL1P1",0.039017,2.48000170666667,541,"no",0.000468426261474008
"MARCKSL1P2",0,0,976,"no",0
"MARCO",0.020813,4.50667561333333,1843,"no",0.000851227321156662
"MARK1",1.231271,480.173355013333,3319.24230977583,"no",0.0906958285325726
"MARK2",12.309112,4338.06676537333,2999.60581453804,"no",0.81938024133852
"MARK2P10",0,0,1437,"no",0
"MARK2P11",0,0,1670,"no",0
"MARK2P12",0,0,585,"no",0
"MARK2P13",0,0,1849,"no",0
"MARK2P14",0,0,628,"no",0
"MARK2P15",0,0,2186,"no",0
"MARK2P4",0,0,2380,"no",0
"MARK2P5",0,0,634,"no",0
"MARK2P6",0,0,897,"no",0
"MARK2P8",0.023841,2.66666624,952,"no",0.000503683724912067
"MARK2P9",0,0,1727,"no",0
"MARK3",20.193044,5824.23802501333,2454.89043152682,"no",1.10009038971942
"MARK4",12.227848,5187.73993948,3610.96201015911,"no",0.979867723000982
"MARS",72.196505,24868.8564171333,2931.8006013172,"no",4.69726508949432
"MARS2",4.021995,1430.4056212,3027,"no",0.27017705501127
"MARVELD1",21.302708,8015.83923017333,3202.6462887723,"no",1.51404315290315
"MARVELD2",1.272335,497.760300986667,3329.76454392908,"no",0.0940176759856967
"MARVELD3",0,0,1717.83333333333,"no",0
"MAS1",0,0,1135,"no",0
"MAS1L",0,0,1265,"no",0
"MAS1LP1",0,0,1047,"no",0
"MASP1",0.052583,27.22668104,4407,"no",0.00514261436902578
"MASP2",0.304171,87.16355112,2439,"no",0.016463575923429
"MAST1",2.828928,1332.38939968,4008.70488290971,"no",0.251663611215244
"MAST2",8.953855,5723.98604774667,5441.05729621487,"no",1.0811546531874
"MAST3",4.332856,2959.21346350667,5812.95277433637,"no",0.558940461971341
"MAST4",0.055901,70.4933422533333,10733,"no",0.0133148830832539
"MAST4-AS1",0,0,777,"no",0
"MAST4-IT1",0,0,658,"no",0
"MASTL",7.352941,2733.87963509333,3164.55808539739,"no",0.516379086895049
"MAT1A",0.077309,30.9733482666667,3410,"no",0.00585029022152896
"MAT2A",65.520309,20746.4761323467,2695.02737477932,"no",3.91862401840722
"MAT2B",36.718604,9580.13434205333,2220.65052440447,"no",1.8095094459828
"MATK",7.21708,1624.49206437333,1915.80310291697,"no",0.306836379371441
"MATN1",0.436194,189.637097586667,3700.31254212575,"no",0.0358189256162652
"MATN1-AS1",0.693724,225.66956824,2768.73627263869,"no",0.0426247900938744
"MATN2",1.911257,776.17335148,3456.48189019059,"no",0.146604730275855
"MATN3",1.327648,365.933291266667,2345.92443328352,"no",0.0691180022643281
"MATN4",0.097139,22.4799942666667,1969.69338782569,"no",0.00424605339745726
"MATR3",112.129904,45518.78468128,3455.12673430096,"no",8.59765300877603
"MAU2",5.330977,2493.80179841333,3981.52958547748,"no",0.47103284249672
"MAVS",6.634297,3259.65312765333,4181.87689592432,"no",0.615687934481708
"MAX",18.0503,4042.27990521333,1906.06078862955,"no",0.763511597084999
"MAZ",64.517839,12284.2598508667,1620.55565077125,"no",2.32026853104507
"MB",4.33102,386.00667668,758.576505303601,"no",0.0729094919471851
"MB21D1",8.499059,3170.44662422667,3175.00482382814,"no",0.598838482811174
"MB21D2",3.045461,1205.12002186667,3368,"no",0.227624789512434
"MBD1",19.397044,5558.31991309333,2438.94942301518,"no",1.04986339725806
"MBD2",10.540881,3938.09329598667,3179.82973425087,"no",0.743832681653406
"MBD3",24.486872,6719.31480585333,2335.53524847927,"no",1.26915376941548
"MBD3L1",0,0,810,"no",0
"MBD3L2",0,0,793,"no",0
"MBD3L3",0,0,775,"no",0
"MBD3L4",0,0,775,"no",0
"MBD3L5",0,0,778,"no",0
"MBD4",16.28111,4318.82660168,2257.7535133661,"no",0.815746131763196
"MBD5",12.847544,3031.68445192,2008.43865169872,"no",0.572628885683521
"MBD6",12.944603,5724.05525598667,3763.65514330567,"no",1.08116772533853
"MBIP",19.291372,3269.53322606667,1442.50528858186,"no",0.617554101569541
"MBL1P",0,0,906.25,"no",0
"MBL2",0,0,3569,"no",0
"MBL3P",0,0,644,"no",0
"MBLAC1",0.796837,138.682094666667,1481.30874068348,"no",0.0261944719487335
"MBLAC2",2.64198,1302.41553408,4195.79990158896,"no",0.24600210470612
"MBNL1",17.535662,10177.84548068,4940.0174114898,"no",1.92240597881809
"MBNL1-AS1",0.120905,93.5414176,6585,"no",0.017668236445789
"MBNL2",13.502641,5934.2128756,3740.58176100512,"no",1.12086259643927
"MBNL3",0.270366,142.59991128,4489.14516618214,"no",0.0269344747416312
"MBOAT1",2.739286,915.52663396,2844.64752274863,"no",0.172925977136599
"MBOAT2",3.583199,3006.59965106667,7141.66414843273,"no",0.567890832700751
"MBOAT4",0.062746,11.1466656,1512,"no",0.00210539810552265
"MBOAT7",32.620532,8871.32660710667,2314.68723526643,"no",1.67562882949274
"MBP",5.247713,2746.37361297333,4454.34948157416,"no",0.518738967266718
"MBTD1",7.247269,4008.29328853333,4707.38663971215,"no",0.757092156425436
"MBTPS1",34.3152,17263.78284992,4281.97559495501,"no",3.26080794119956
"MBTPS2",8.232659,4188.94089009333,4330.70783218399,"no",0.791213133203607
"MC1R",11.068775,3986.04303186667,3065.04737606465,"no",0.752889496193717
"MC2R",0,0,2116,"no",0
"MC3R",0,0,1084,"no",0
"MC4R",0.047193,7.97332653333333,1438,"no",0.00150601329405571
"MC5R",0,0,998.5,"no",0
"MCAM",18.120571,6559.92652565333,3081.21395258461,"no",1.23904828359418
"MCAT",5.465679,1070.78664822667,1667.45306356264,"no",0.202251710197117
"MCC",0.073904,201.586706613333,23216.133443386,"no",0.0380759848220675
"MCCC1",4.465113,1365.11987754667,2602.15469194173,"no",0.257845790583155
"MCCC1-AS1",0,0,765,"no",0
"MCCC2",30.364979,11250.52186316,3153.51179603977,"no",2.12501462471775
"MCCD1",0,0,955,"no",0
"MCCD1P1",0,0,327.888888888889,"no",0
"MCCD1P2",0.212689,8.3713552,335,"no",0.00158119351662771
"MCEE",4.924745,479.72000524,829.084486201824,"no",0.0906101991804267
"MCF2",0.029112,13.4933202,3945,"no",0.00254863757519473
"MCF2L",2.518716,1017.41336429333,3438.05638269658,"no",0.192170488160747
"MCF2L-AS1",0,0,712,"no",0
"MCF2L2",0.297522,103.22660564,2953.01642567608,"no",0.0194975885841583
"MCFD2",80.036256,33192.8421925867,3529.81900711348,"no",6.26951140161451
"MCFD2P1",0.268952,8.62666532,273,"no",0.00162941685643695
"MCHR1",0,0,1477.75,"no",0
"MCHR2",0,0,1839.5,"no",0
"MCHR2-AS1",0,0,551.25,"no",0
"MCIDAS",0.288143,60.5733303866667,1789.23466126194,"no",0.0114411770853954
"MCL1",160.71089,73397.6397561733,3887.1521616799,"no",13.8634509402059
"MCM10",10.548562,4648.56017061333,3750.7660163537,"no",0.878026678813918
"MCM2",43.108934,18018.7590368667,3557.56121700898,"no",3.40340892078867
"MCM3",59.14028,21488.35387328,3092.53457339059,"no",4.05875094482102
"MCM3AP",17.378684,10832.4136359333,5305.21668453147,"no",2.04604174609237
"MCM3AP-AS1",3.067845,516.543267746667,1433.07238566486,"no",0.0975654295518034
"MCM4",50.160549,23957.5056820933,4065.12689504256,"no",4.52512786210501
"MCM5",33.986526,12568.3522966667,3147.50447859837,"no",2.37392831762561
"MCM6",32.829418,14399.4066879067,3733.15636847415,"no",2.71978048407309
"MCM7",113.276096,37112.4257627733,2788.5332922314,"no",7.00984793984426
"MCM8",8.700234,3618.45325992,3539.86570292247,"no",0.683458615494648
"MCM9",2.846951,1182.93457628,3536.51428668776,"no",0.223434370889995
"MCMBP",22.659209,8380.95936316,3148.06561411742,"no",1.58300756467112
"MCMDC2",0.643481,245.218672106667,3243.48942703825,"no",0.0463172527300142
"MCOLN1",5.959635,1409.17803292,2012.52354263306,"no",0.266167557843836
"MCOLN2",1.593485,519.466690306667,2774.62568332931,"no",0.0981176097768445
"MCOLN3",0.545417,170.3333088,2658.06561218297,"no",0.0321727984425158
"MCPH1",5.888703,2151.43458972,3109.59090176563,"no",0.406366035539129
"MCRS1",27.01017,5612.51156308,1768.57997454292,"no",1.06009919344244
"MCTP1",2.841263,1147.7955338,3438.331500463,"no",0.216797258400743
"MCTP2",0.022909,12.0933588,4493,"no",0.00228421086812954
"MCTS1",37.794212,4427.50660086667,997.07697006621,"no",0.836273765102786
"MCU",7.091268,2425.89321017333,2911.67270042537,"no",0.458206171440111
"MCUR1",8.684819,5469.17289478667,5359.88719027996,"no",1.03302518122188
"MDC1",15.103766,10601.61615248,5974.22530592701,"no",2.00244838805514
"MDC1-AS1",0,0,738,"no",0
"MDFI",1.454541,246.54668196,1442.67289474824,"no",0.0465680891262656
"MDFIC",5.370869,2721.98662544,4313.56311352967,"no",0.514132718259653
"MDGA1",0.042047,40.7733439466667,8253.47251884796,"no",0.00770132739077912
"MDGA2",0.321259,171.986654333333,4556.53325509947,"no",0.0324850847062801
"MDH1",199.997616,36445.5572918667,1551.00989989301,"no",6.88388887139606
"MDH1B",2.80101,647.338403693333,1967.03172070075,"no",0.122270201482316
"MDH2",85.92394,21499.7324464933,2129.67661361898,"no",4.0609001459675
"MDK",38.197701,4185.1460024,932.541506175987,"no",0.790496349400546
"MDM1",7.361073,2175.89325826667,2515.88771012052,"no",0.410985823758285
"MDM2",23.774647,14692.5519245467,5259.90544011021,"no",2.77515017470639
"MDM4",1.878552,1739.81323252,7882.68680238822,"no",0.328618406181562
"MDN1",3.769587,8152.00615341333,18406.2570199335,"no",1.5397625556835
"MDP1",8.15023,620.06804296,647.536453817868,"no",0.11711933683048
"MDS2",0.197784,41.38666428,1781,"no",0.00781717221058591
"ME1",3.584321,1359.55992244,3228.39164098305,"no",0.256795618328202
"ME2",21.041746,7667.56686109333,3101.49138255922,"no",1.44826097082469
"ME3",2.197707,535.093314253333,2072.30840143841,"no",0.101069188808069
"MEA1",95.772552,12253.8953988,1089,"no",2.31453325000673
"MEAF6",41.811559,7197.600122,1465.16362090206,"no",1.35949298247257
"MEAF6P1",0,0,327,"no",0
"MECOM",0.735746,336.96666136,3898.10761458438,"no",0.0636467438703495
"MECP2",11.849497,12364.7729907733,8881.39135745593,"no",2.33547596780797
"MECR",19.839831,3527.61998634667,1513.3471598624,"no",0.666301897157308
"MED1",17.871526,10197.5205502267,4856.54841354902,"no",1.92612223403163
"MED10",40.491992,5387.70690888,1132.47753750915,"no",1.01763776954673
"MED11",18.611321,1585.71362576,725.174177104355,"no",0.299511852546878
"MED12",11.658772,9171.41057061333,6695.42464712407,"no",1.73230911675862
"MED12L",0.314996,262.973271226667,7105.60765850995,"no",0.0496707667487322
"MED13",9.501283,11529.76000288,10328.3946631208,"no",2.17775752303849
"MED13L",15.923251,17249.04538696,9219.940112732,"no",3.25802430816439
"MED13P1",0,0,171,"no",0
"MED14",12.756927,9816.29271385334,6549.31959021165,"no",1.85411537626127
"MED14-AS1",0,0,897,"no",0
"MED14P1",0,0,648,"no",0
"MED15",14.915513,5123.67316106667,2923.73534715165,"no",0.967766698466939
"MED15P1",0,0,826,"no",0
"MED15P3",0,0,326,"no",0
"MED15P4",0,0,393,"no",0
"MED15P5",0,0,992,"no",0
"MED15P6",0,0,752.5,"no",0
"MED15P7",0,0,822,"no",0
"MED15P8",0.11744,7.5199972,545,"no",0.00142038780264617
"MED15P9",0,0,1187,"no",0
"MED16",22.147019,7250.68050149333,2786.49485707309,"no",1.36951888030032
"MED17",6.729419,3223.77202634667,4077.3830941423,"no",0.608910660862311
"MED18",9.492637,1936.74684533333,1736.52398717027,"no",0.365815508006427
"MED19",9.153605,1164.42653416,1082.71642647897,"no",0.219938545482226
"MED20",15.691431,3314.89368896,1798.05028897619,"no",0.626121850533075
"MED21",29.986822,5556.10624797333,1577.01155384188,"no",1.04944527703115
"MED22",6.152455,2757.70511357333,3814.99620606733,"no",0.520879277270812
"MED23",8.437255,4685.27946892,4726.3850293727,"no",0.884962272278836
"MED24",33.524365,12341.2206838933,3133.23041152308,"no",2.33102737447385
"MED25",19.983825,5145.05541756,2191.32215899609,"no",0.971805409587228
"MED26",2.479926,881.358655773333,3024.88329006591,"no",0.166472280656842
"MED27",15.209954,2510.31986892,1404.73993044292,"no",0.474152799226347
"MED28",6.912752,7360.26684794667,9062.27749570649,"no",1.39021770580505
"MED28P1",0.001391,0.0933318533333333,571,"no",1.76286536480396e-05
"MED28P2",0,0,317,"no",0
"MED28P3",0.074587,4.65333,531,"no",0.000878927610995319
"MED28P4",0,0,572,"no",0
"MED28P5",0,0,438,"no",0
"MED28P6",0,0,231,"no",0
"MED28P7",0,0,530,"no",0
"MED28P8",0,0,521,"no",0
"MED29",16.564183,4978.25378256,2558.00731656973,"no",0.940299678731977
"MED30",10.721164,1226.21345246667,973.461792674751,"no",0.231608946785818
"MED31",6.907211,1175.78395854667,1448.83718363316,"no",0.222083752008141
"MED4",17.408136,3836.26003501333,1875.64462582324,"no",0.724598269998278
"MED4-AS1",0,0,542,"no",0
"MED6",14.596869,2931.75986670667,1709.47782123687,"no",0.553754987429743
"MED6P1",0,0,713,"no",0
"MED7",6.419368,1729.56603349333,2293.18769947447,"no",0.326682900606006
"MED8",20.144182,4070.14063985333,1719.70742703774,"no",0.768773972402828
"MED9",6.661244,1734.81339162667,2216.62489829227,"no",0.327674029098541
"MEDAG",0,0,1412,"no",0
"MEF2A",6.456735,3655.14262505333,4818.21474553315,"no",0.690388555139069
"MEF2AP1",0,0,863,"no",0
"MEF2B",2.672226,549.85104356,1751.32459155775,"no",0.103856649779722
"MEF2BNB",5.480736,1019.01191024,1582.4687978038,"no",0.192472423800379
"MEF2BNB-MEF2B",2.195328,238.63051556,925.169480824733,"no",0.045072872319765
"MEF2C",1.531106,624.193262506667,3469.83484814245,"no",0.117898514185402
"MEF2C-AS1",0,0,640.142857142857,"no",0
"MEF2D",45.651113,30729.7159458,5729.30478888872,"no",5.80427260108498
"MEFV",0,0,2241.42857142857,"no",0
"MEG3",14.632129,5907.17325130667,3436.1090945822,"no",1.1157553136155
"MEG8",0.536829,60.79999824,963.966868406886,"no",0.0114839904330023
"MEG9",1.002053,205.09333804,1742.0306131512,"no",0.0387383223701205
"MEGF10",0.003004,2.67997322666667,7594,"no",0.000506197167543576
"MEGF11",0.357846,156.00003004,3710.41836711882,"no",0.0294655082958344
"MEGF6",2.070839,1113.5200994,4576.63636091459,"no",0.210323265438065
"MEGF8",7.223356,9039.71324288,10651.4916500031,"no",1.70743393755596
"MEGF9",0.752203,556.599941493333,6298,"no",0.105131391252473
"MEGT1",0,0,1266,"no",0
"MEI1",0.031787,15.01336,4020,"no",0.00283574486181137
"MEI4",0,0,4800,"no",0
"MEIG1",0,0,530.8,"no",0
"MEIOB",0.07244,16.03489984,1884,"no",0.00302869476459233
"MEIS1",1.380597,564.539914093333,3480.34430467399,"no",0.106631104608002
"MEIS1-AS2",0,0,690,"no",0
"MEIS1-AS3",0,0,707,"no",0
"MEIS2",4.105318,1548.0400936,3209.44618297535,"no",0.292396022029991
"MEIS3",2.849742,564.266706333333,1685.28586412384,"no",0.106579500736409
"MEIS3P1",0,0,958,"no",0
"MEIS3P2",0,0,1359,"no",0
"MELK",39.784017,10367.4398587333,2217.98015016935,"no",1.95821683550793
"MEMO1",16.077562,3746.23336064,1983.21314394558,"no",0.707593903268902
"MEMO1P1",1.939766,202.3799952,888,"no",0.0382258223023899
"MEMO1P3",0,0,302,"no",0
"MEMO1P4",0,0,386,"no",0
"MEMO1P5",0,0,406,"no",0
"MEN1",18.141848,5306.02700214667,2489.33160635014,"no",1.00220995220056
"MEOX1",21.623908,6502.3059684,2559.3400491715,"no",1.228164830512
"MEOX2",0,0,2500,"no",0
"MEP1A",0,0,2892,"no",0
"MEP1AP1",0,0,681.5,"no",0
"MEP1AP2",0,0,1012.5,"no",0
"MEP1AP3",0,0,1090,"no",0
"MEP1AP4",0,0,1087,"no",0
"MEP1B",0,0,1416.5,"no",0
"MEPCE",19.921118,5905.3664076,2523.0620931014,"no",1.11541403439771
"MEPE",0,0,1776.33333333333,"no",0
"MERTK",4.091662,1748.52455862667,3637.19680364605,"no",0.330263813888201
"MESDC1",2.801983,1003.42667488,3048,"no",0.189528662304469
"MESDC2",7.386083,3334.28080333333,3842.22433284327,"no",0.629783716362545
"MESP1",0.79611,221.586657653333,2369,"no",0.0418536041156939
"MESP2",1.223771,160.58666144,1116.87423872604,"no",0.0303318377800786
"MEST",19.582879,5292.12557358667,2300.10865424844,"no",0.999584230535931
"MESTP1",0.020208,2.35999456,994,"no",0.000445759140353843
"MESTP2",0,0,889,"no",0
"MESTP3",0,0,968,"no",0
"MESTP4",0,0,1204,"no",0
"MET",16.455726,10064.3529122133,5205.51348284482,"no",1.90096934052505
"METAP1",24.92964,7862.19959366667,2684.24911675419,"no",1.48502347910632
"METAP1D",3.664973,1212.60795818667,2816.07675445358,"no",0.229039121610313
"METAP2",85.932586,20776.8329028533,2057.86196897414,"no",3.92435784854154
"Metazoa_SRP",0.001984,0.0666685066666667,286,"no",1.25924426793627e-05
"METRN",6.75875,1976.11992778667,2488.52331688552,"no",0.373252352008084
"METRNL",1.03102,203.320012666667,1678.44785261198,"no",0.0384033741429581
"METTL1",11.339818,2319.80684972,1741.16732023389,"no",0.43816842828576
"METTL10",14.022871,2932.66055601333,1779.99851884824,"no",0.553925110911327
"METTL11B",0.069422,5.84000149333333,716,"no",0.00110306781611116
"METTL12",1.665272,292.64785736,1495.73642443997,"no",0.0552757449251018
"METTL13",11.708538,4278.30009878667,3110.02117548749,"no",0.808091428062829
"METTL14",1.798976,1400.92002228,6628.0039066669,"no",0.264607773009451
"METTL15",3.464026,1692.25327137333,4157.94871545421,"no",0.319635212849116
"METTL15P1",1.083971,133.088037133333,1045,"no",0.0251378583787647
"METTL15P3",0,0,1221,"no",0
"METTL16",9.862334,6367.27384237333,5495.0112473376,"no",1.20265976984873
"METTL17",43.829435,6983.59929050667,1356.15155979081,"no",1.31907220002743
"METTL18",3.851449,544.602981546667,1203.51238092469,"no",0.102865388337328
"METTL20",0.7123,386.425686093333,4617.40282605644,"no",0.0729886350431284
"METTL21A",27.253143,4060.36493465333,1268.0700653132,"no",0.766927523254104
"METTL21AP1",0,0,635,"no",0
"METTL21B",4.183447,1222.69208269333,2487.58253755814,"no",0.230943825437814
"METTL21C",0,0,1088,"no",0
"METTL21EP",0.019339,5.2533264,2312,"no",0.000992255787260014
"METTL22",8.59628,1307.61339386667,1294.68326799499,"no",0.246983883880299
"METTL23",20.935449,2100.07997002667,853.784615223681,"no",0.396666101685172
"METTL24",0,0,948,"no",0
"METTL25",2.943581,642.811882506667,1858.67174811904,"no",0.121415225700947
"METTL2A",12.947272,2770.47597268,1821.25552772816,"no",0.5232914553637
"METTL2B",16.174282,5347.70522157333,2814.08498788385,"no",1.01008219376331
"METTL3",29.23477,6659.55562505333,1938.83268412921,"no",1.25786637006586
"METTL4",6.592081,2223.78665313333,2871.21288239632,"no",0.420031996527596
"METTL5",50.793697,5964.57214865333,999.457316839922,"no",1.12659689925819
"METTL6",7.794822,1287.1131984,1405.41722902717,"no",0.243111777705483
"METTL7A",0,0,2363,"no",0
"METTL7AP1",0,0,496,"no",0
"METTL7B",3.278816,580.15917112,1506,"no",0.109581292164864
"METTL8",6.183608,4598.5938408,6329.62333964249,"no",0.868588967133672
"METTL9",32.410492,7891.7264118,2072.43634462568,"no",1.49060054665198
"MEX3A",5.88308,4130.98624752,5976.45578506497,"no",0.780266577609427
"MEX3B",1.959718,846.586713466667,3676.82278725817,"no",0.159904506572204
"MEX3C",14.948942,6640.97379458667,3781.08191041212,"no",1.25435660740987
"MEX3D",6.241955,1993.12281177333,2717.74163431169,"no",0.376463880999673
"MFAP1",17.172921,4345.99989357333,2153.97312751861,"no",0.82087866191401
"MFAP1P1",0.001996,0.294305866666667,1255,"no",5.55889120890288e-05
"MFAP2",7.19721,1004.75335513333,1188.20157436006,"no",0.189779247563975
"MFAP3",8.8569,4332.05619226667,4163.00699149815,"no",0.818244955712666
"MFAP3L",1.053732,507.839963693333,4101.96092459943,"no",0.0959215370620461
"MFAP4",0,0,1441.2,"no",0
"MFAP5",0,0,903.533333333333,"no",0
"MFF",39.688838,7369.33307417333,1580.3546777308,"no",1.39193014755282
